,Sourceid,Title,Type,Issn,SJR,SJR Best Quartile,H index,Issn1,Issn2
26158,21101089621,Pensiero Economico Italiano,journal,"11228784, 17240581",0.114,Q3,2,11228784,17240581
26159,5800170451,Politologija,journal,"13921681, 24246034",0.114,Q4,5,13921681,24246034
26160,21101171603,Poljarnyj Vestnik,journal,18909671,0.114,Q2,1,18909671,
26161,16000154744,Primerjalna Knjizevnost,journal,03511189,0.114,Q2,8,03511189,
26162,21101064918,Problemy Polityki Spolecznej,journal,"27197328, 16401808",0.114,Q4,3,27197328,16401808
26163,21101030341,Proceedings from the Document Academy,journal,2473215X,0.114,Q3,3,2473215X,
26164,144766,Quaderni ACP,journal,20391374,0.114,Q4,6,20391374,
26165,21100312210,Radovi Zavoda za Hrvatsku Povijest,journal,"0353295X, 18490344",0.114,Q3,3,0353295X,18490344
26166,73467,RA'E GA - O Espaco Geografico em Analise,journal,15164136,0.114,Q4,10,15164136,
26167,16300154786,Research in Phenomenology,journal,"15691640, 00855553",0.114,Q3,19,15691640,00855553
26168,21101075272,Revista Colombiana de Nefrologia,journal,"25005006, 23897708",0.114,Q4,2,25005006,23897708
26169,21100244873,Revista Espanola de Antropologia Fisica,journal,"18872042, 22539921",0.114,Q4,3,18872042,22539921
26170,21100840936,Revista Luna Azul,journal,"19092474, 01225391",0.114,Q4,6,19092474,01225391
26171,91409,Revista Mexicana de Angiologia,journal,03774740,0.114,Q4,5,03774740,
26172,77687,Revista Mexicana de Pediatria,journal,00350052,0.114,Q4,6,00350052,
26173,5700162050,Revue Francaise d'Administration Publique,journal,01527401,0.114,Q4,17,01527401,
26174,21100868098,Rivista Italiana di Medicina Legale e del Diritto in Campo Sanitario,journal,"24992860, 24992852",0.114,Q4,5,24992860,24992852
26175,21100875070,RSC Soft Matter,book series,"20487681, 2048769X",0.114,Q4,11,20487681,2048769X
26176,21101067738,Russian Journal of Neurosurgery,journal,"25877569, 16833295",0.114,Q4,4,25877569,16833295
26177,4100151617,Salud (i) Ciencia,journal,"16678990, 16678982",0.114,Q4,5,16678990,16678982
26178,5800211823,SEL - Studies in English Literature,journal,"00393657, 15229270",0.114,Q2,18,00393657,15229270
26179,19900193224,Social Medicine,journal,15577112,0.114,Q4,10,15577112,
26180,8000153136,Studia Musicologica,journal,00393266,0.114,Q3,5,00393266,
26181,16400154707,Symposium - Quarterly Journal in Modern Literatures,journal,"00397709, 19310676",0.114,Q2,6,00397709,19310676
26182,75220,Therapeutic Communities,journal,09641866,0.114,Q4,19,09641866,
26183,18910,Tierarztliche Umschau,journal,00493864,0.114,Q4,14,00493864,
26184,145264,Transactions of the Japanese Society for Artificial Intelligence,journal,13460714,0.114,Q4,18,13460714,
26185,21101168869,Turkish Journal of Ear Nose and Throat,journal,26024837,0.114,Q4,2,26024837,
26186,21100839122,"Vestnik Sankt-Peterburgskogo Universiteta, Iskusstvovedenie",journal,"25422243, 22213007",0.114,Q3,3,25422243,22213007
26187,13207,Voprosy Onkologii,journal,05073758,0.114,Q4,13,05073758,
26188,16100154768,War in History,journal,"09683445, 14770385",0.114,Q3,21,09683445,14770385
26189,12033,Welding and Cutting,trade journal,16123433,0.114,Q4,12,16123433,
26190,21100858388,ZARCH,journal,"23870346, 23410531",0.114,Q4,4,23870346,23410531
26191,21101021406,Zeithistorische Forschungen,journal,"16126033, 16126041",0.114,Q3,4,16126033,16126041
26192,25501,Zeitschrift fur Agyptische Sprache und Altertumskunde,journal,"2196713X, 0044216X",0.114,Q2,11,2196713X,0044216X
26193,19700168717,African Journal of Drug and Alcohol Studies,journal,15314065,0.113,Q4,12,15314065,
26194,21100864394,Amaltea,journal,19891709,0.113,Q3,2,19891709,
26195,16300154768,American Music,journal,07344392,0.113,Q3,12,07344392,
26196,21100453900,Archives of Asian Art,journal,"00666637, 19446497",0.113,Q3,7,00666637,19446497
26197,21101092543,Australian Journal of Asian Law,journal,"18394191, 14430738",0.113,Q4,2,18394191,14430738
26198,21101102040,Baltic Worlds,journal,"20017308, 20002955",0.113,Q3,1,20017308,20002955
26199,21100201043,Banking and Finance Review,journal,"19477945, 19476140",0.113,Q4,7,19477945,19476140
26200,5200153053,Best Practice Onkologie,journal,09464565,0.113,Q4,3,09464565,
26201,19700182145,Biologie Aujourd'hui,journal,"21050686, 21050678",0.113,Q4,24,21050686,21050678
26202,5800172268,Boletin Mexicano de Derecho Comparado,journal,00418633,0.113,Q4,9,00418633,
26203,21100390408,Bulgarian Astronomical Journal,journal,"13145592, 13132709",0.113,Q4,6,13145592,13132709
26204,21101168847,Bulgarian Cardiology,journal,"13107488, 26831015",0.113,Q4,2,13107488,26831015
26205,37540,Bulletin de la Societe Vaudoise des Sciences Naturelles,journal,00379603,0.113,Q4,11,00379603,
26206,6500153158,Cambridge Opera Journal,journal,09545867,0.113,Q3,16,09545867,
26207,21101144513,Canadian Journal of Health History,journal,28166477,0.113,Q4,1,28166477,
26208,21100823215,Chinese as a Second Language Research,journal,"21932263, 21932271",0.113,Q4,5,21932263,21932271
26209,21101019769,Chinese Journal of Hepatobiliary Surgery,journal,10078118,0.113,Q4,3,10078118,
26210,21100944572,Clothing Cultures,journal,"20500742, 20500750",0.113,Q3,3,20500742,20500750
26211,16400154753,Contemporary French and Francophone Studies,journal,17409292,0.113,Q3,10,17409292,
26212,21100298210,Developments in Corporate Governance and Responsibility,book series,"20430531, 20430523",0.113,Q4,10,20430531,20430523
26213,29219,Early American Literature,journal,"00128163, 1534147X",0.113,Q3,16,00128163,1534147X
26214,21100427626,East Asian Publishing and Society,journal,"22106278, 22106286",0.113,Q3,4,22106278,22106286
26215,21100281306,Ecclesia Orans,journal,10103872,0.113,Q3,3,10103872,
26216,21100840135,Economic Thought,journal,"20493509, 20556314",0.113,Q4,4,20493509,20556314
26217,21100228047,Economics and Policy of Energy and the Environment,journal,"22807667, 22807659",0.113,Q4,11,22807667,22807659
26218,21101041936,Eikon Imago,journal,22548718,0.113,Q3,3,22548718,
26219,5800210474,English,journal,00138215,0.113,Q3,5,00138215,
26220,21101028122,Esbocos,journal,"1414722X, 21757976",0.113,Q3,4,1414722X,21757976
26221,21100892241,"Espacio, Tiempo y Forma, Serie VII: Historia del Arte",journal,"11304715, 23401478",0.113,Q3,3,11304715,23401478
26222,6500153186,Folk Music Journal,journal,05319684,0.113,Q3,7,05319684,
26223,21101094601,Forum Philosophicum,journal,"23537043, 14261898",0.113,Q3,3,23537043,14261898
26224,21100818508,Fourrages,journal,04292766,0.113,Q4,14,04292766,
26225,79659,Gazzetta Medica Italiana Archivio per le Scienze Mediche,journal,03933660,0.113,Q4,11,03933660,
26226,21101097248,Gomal Journal of Medical Sciences,journal,"18197973, 19972067",0.113,Q4,7,18197973,19972067
26227,5800207617,Govor,journal,03527565,0.113,Q4,5,03527565,
26228,16300154751,Guerres Mondiales et Conflicts Contemporains,journal,09842292,0.113,Q3,6,09842292,
26229,21101129621,Heart India,journal,"23216638, 2321449X",0.113,Q4,3,23216638,2321449X
26230,79134,Histoire et Societes Rurales,journal,"1254728X, 1950666X",0.113,Q3,8,1254728X,1950666X
26231,4800153103,Indian Journal of Radio and Space Physics,journal,"0975105X, 03678393",0.113,Q4,26,0975105X,03678393
26232,21101020141,Indiana,journal,"03418642, 23652225",0.113,Q3,3,03418642,23652225
26233,21101074754,International Journal of Chemical and Biochemical Sciences,journal,22269614,0.113,Q4,7,22269614,
26234,19700201401,International Journal of Jungian Studies,journal,"19409060, 19409052",0.113,Q4,7,19409060,19409052
26235,21100862487,International Journal of Language and Culture,journal,"22143157, 22143165",0.113,Q4,10,22143157,22143165
26236,21100258633,International Journal of Learner Diversity and Identities,journal,"23270128, 23272627",0.113,Q3,5,23270128,23272627
26237,4700151707,International Journal of Low Radiation,journal,"17419190, 14776545",0.113,Q4,15,17419190,14776545
26238,19700186856,International Journal of Materials and Structural Integrity,journal,"17450055, 17450063",0.113,Q4,13,17450055,17450063
26239,21101056949,International Symposium on Graphic Engineering and Design,conference and proceedings,"26201437, 26201429",0.113,-,4,26201437,26201429
26240,21100211105,Internetworking Indonesia Journal,journal,19429703,0.113,Q4,11,19429703,
26241,21101011860,James Baldwin Review,journal,"20569203, 20569211",0.113,Q3,3,20569203,20569211
26242,21100218319,Japanese Journal of Head and Neck Cancer,journal,"18818382, 13495747",0.113,Q4,4,18818382,13495747
26243,5800207660,Jezikoslovlje,journal,13317202,0.113,Q4,8,13317202,
26244,21101049052,Jindal Global Law Review,journal,"09752498, 23644869",0.113,Q4,3,09752498,23644869
26245,13765,Journal for Eighteenth-Century Studies,journal,"17540208, 17540194",0.113,Q3,13,17540208,17540194
26246,21100857422,Journal of African Cinemas,journal,"17549221, 1754923X",0.113,Q3,3,17549221,1754923X
26247,17500155131,Journal of Business Valuation and Economic Loss Analysis,journal,19329156,0.113,Q4,9,19329156,
26248,21101033328,Journal of Daoist Studies,journal,"19415524, 19415516",0.113,Q3,2,19415524,19415516
26249,21100218073,Journal of Datta Meghe Institute of Medical Sciences University,journal,"09743901, 22501231",0.113,Q4,15,09743901,22501231
26250,19700169886,Journal of Philosophical Economics: Reflections on Economic and Social Issues,journal,"18432298, 18448208",0.113,Q3,4,18432298,18448208
26251,21100198701,Journal of South India Medicolegal Association,journal,09746196,0.113,Q4,5,09746196,
26252,32829,Journal of the Chinese Nutrition Society,journal,10116958,0.113,Q4,9,10116958,
26253,16100154785,Journal of the Society of Christian Ethics,book series,15407942,0.113,Q3,11,15407942,
26254,21101163372,Journal of University Medical and Dental College,journal,"23105542, 22217827",0.113,Q4,3,23105542,22217827
26255,21100861113,Kardiologija v Belarusi,journal,"24142131, 2072912X",0.113,Q4,3,24142131,2072912X
26256,16589,Lakartidningen,journal,"00237205, 16527518",0.113,Q4,24,00237205,16527518
26257,16992,Literature and Medicine,journal,"02789671, 10806571",0.113,Q3,23,02789671,10806571
26258,21100789021,Lithuanian Annual Strategic Review,journal,"16488024, 2335870X",0.113,Q4,4,16488024,2335870X
26259,21101038820,Medialni Studia,journal,"18019978, 24644846",0.113,Q4,2,18019978,24644846
26260,21101063718,Medical Journal of Peking Union Medical College Hospital,journal,16749081,0.113,Q4,7,16749081,
26261,26682,Medicina Interna de Mexico,journal,01864866,0.113,Q4,9,01864866,
26262,31108,Memoir of the Geological Society of America,book series,00721069,0.113,Q4,56,00721069,
26263,19700187910,Neutron News,journal,"19317352, 10448632",0.113,Q4,24,19317352,10448632
26264,21100200627,Northern Lights,journal,"1601829X, 20400586",0.113,Q3,11,1601829X,20400586
26265,16200154798,Novel,journal,00295132,0.113,Q3,18,00295132,
26266,4700152779,Nursing Made Incredibly Easy,journal,"15522032, 15445186",0.113,Q4,8,15522032,15445186
26267,21100403903,Oriens,journal,"18778372, 00786527",0.113,Q3,13,18778372,00786527
26268,21101081517,P.A. Herzen Journal of Oncology,journal,"23094745, 2305218X",0.113,Q4,6,23094745,2305218X
26269,19400157216,Philippine Journal of Veterinary Medicine,journal,00317705,0.113,Q4,7,00317705,
26270,21101023685,Polish Otorhinolaryngology Review,journal,"23007338, 20845308",0.113,Q4,3,23007338,20845308
26271,4000150801,Praticien en Anesthesie Reanimation,journal,12797960,0.113,Q4,6,12797960,
26272,21101048552,Pravnik,journal,02316625,0.113,Q4,3,02316625,
26273,19700200805,Psychological Perspectives,journal,"00332925, 15563030",0.113,Q4,7,00332925,15563030
26274,21100239603,Public Reason,journal,"20657285, 20658958",0.113,Q3,6,20657285,20658958
26275,21101104871,"Reabilitacijos Mokslai: Slauga, Kineziterapija, Ergoterapija",journal,"25388673, 20293194",0.113,Q4,1,25388673,20293194
26276,21101021469,ReOrient,journal,"20555601, 2055561X",0.113,Q3,5,20555601,2055561X
26277,19700200928,Research in Language,journal,"20834616, 17317533",0.113,Q4,14,20834616,17317533
26278,5600153208,Research in the Social Scientific Study of Religion,book series,10468064,0.113,Q3,17,10468064,
26279,4700151714,Revista Medica de Rosario,journal,03275019,0.113,Q4,4,03275019,
26280,21100812584,Revista Republicana,journal,"19094450, 22565027",0.113,Q4,7,19094450,22565027
26281,18286,Revue du Praticien,journal,00352640,0.113,Q4,20,00352640,
26282,21100935004,Ri-Vista,journal,17246768,0.113,Q4,4,17246768,
26283,19900192704,Romanian Journal of Political Science,journal,"20687613, 1582456X",0.113,Q4,11,20687613,1582456X
26284,64744,Salus,journal,"13167138, 2443440X",0.113,Q4,7,13167138,2443440X
26285,21101046166,Siberian Medical Review,journal,"18199496, 25000136",0.113,Q4,3,18199496,25000136
26286,21100223584,Specialusis Ugdymas,journal,"24243299, 13925369",0.113,Q4,6,24243299,13925369
26287,21100203701,"Stem-, Spraak- en Taalpathologie",journal,09247025,0.113,Q4,3,09247025,
26288,21100286943,Synergies Algerie,journal,"22605029, 19585160",0.113,Q4,3,22605029,19585160
26289,21100227028,Synergies Espagne,journal,"19619359, 22606513",0.113,Q4,3,19619359,22606513
26290,21100197738,Teoria,journal,11221259,0.113,Q3,5,11221259,
26291,21100808441,Teorie Vedy/ Theory of Science,journal,"12100250, 18046347",0.113,Q3,6,12100250,18046347
26292,17235,Terrae Incognitae,journal,"20408706, 00822884",0.113,Q3,6,20408706,00822884
26293,21101090591,Textus,journal,"00823767, 2589255X",0.113,Q3,9,00823767,2589255X
26294,36823,Tsitologiya,journal,00413771,0.113,Q4,19,00413771,
26295,19700175019,Turkiye Klinikleri Dermatoloji,journal,"13000330, 21469016",0.113,Q4,4,13000330,21469016
26296,21100800033,Varia Historia,journal,"01048775, 19824343",0.113,Q3,6,01048775,19824343
26297,6500153188,Wasafiri,journal,02690055,0.113,Q3,11,02690055,
26298,21101163298,"Women, Gender, and Families of Color",journal,"23260947, 23260939",0.113,Q3,3,23260947,23260939
26299,21101066733,Yillik: Annual of Istanbul Studies,journal,"26875012, 26875691",0.113,Q3,3,26875012,26875691
26300,21100932639,Zbornik Matice Srpske za Slavistiku,journal,03525007,0.113,Q3,2,03525007,
26301,3200147815,Academic Journal of Second Military Medical University,journal,0258879X,0.112,Q4,11,0258879X,
26302,5600153982,Acta Koreana,journal,15207412,0.112,Q3,8,15207412,
26303,21101061445,Acta Universitatis Carolinae Iuridica,journal,"03230619, 23366478",0.112,Q4,2,03230619,23366478
26304,21101046136,Actes (IFSTTAR),conference and proceedings,2115418X,0.112,-,2,2115418X,
26305,4000152101,Advances in Library Administration and Organization,book series,07320671,0.112,Q4,8,07320671,
26306,21101152130,Al-Anbar Medical Journal,journal,"26643154, 27066207",0.112,Q4,3,26643154,27066207
26307,19600157762,Annuario della Scuola di Archeologica Italiana di Atene e delle missioni italiane in Oriente,book series,00670081,0.112,Q2,6,00670081,
26308,5600153161,Anthropological Notebooks,journal,1408032X,0.112,Q4,16,1408032X,
26309,21101149131,Anuario de la Facultad de Derecho. Universidad de Extremadura,journal,26957728,0.112,Q4,1,26957728,
26310,22776,Arabica,journal,"15700585, 05705398",0.112,Q3,22,15700585,05705398
26311,26780,Archives de Sciences Sociales des Religions,journal,"03355985, 17775825",0.112,Q3,18,03355985,17775825
26312,62985,Art Bulletin,journal,00043079,0.112,Q3,34,00043079,
26313,19700169806,Art in Translation,journal,17561310,0.112,Q3,5,17561310,
26314,16100154722,Bach,journal,00053600,0.112,Q3,4,00053600,
26315,5800207727,Beitrage zur Geschichte der Deutschen Sprache und Literatur,journal,"00058076, 18659373",0.112,Q3,10,00058076,18659373
26316,21100896901,Benjamins Translation Library,book series,09297316,0.112,Q3,44,09297316,
26317,21101140504,Bolivian Studies Journal,journal,"21565163, 10742247",0.112,Q3,1,21565163,10742247
26318,21100932739,Brazilian Neurosurgery,journal,"23595922, 01035355",0.112,Q4,2,23595922,01035355
26319,21100197988,Brunei International Medical Journal,journal,"15605876, 20793146",0.112,Q4,7,15605876,20793146
26320,21101042016,Cartagine. Studi e Ricerche,journal,"25321110, 25323563",0.112,Q3,3,25321110,25323563
26321,21101101213,Child's Health,journal,"23071168, 22240551",0.112,Q4,4,23071168,22240551
26322,23447,Chimica Oggi,journal,"0392839X, 19738250",0.112,Q4,32,0392839X,19738250
26323,21101083192,Chinese Journal of Biochemistry and Molecular Biology,journal,10077626,0.112,Q4,4,10077626,
26324,21100983354,Chinese Journal of Laboratory Medicine,journal,10099158,0.112,Q4,6,10099158,
26325,24465,Church History,journal,00096407,0.112,Q3,27,00096407,
26326,21100389317,Conservation Science in Cultural Heritage,journal,"19739494, 19744951",0.112,Q3,8,19739494,19744951
26327,20899,Contemporary French Civilization,journal,01479156,0.112,Q3,3,01479156,
26328,21101138000,De Arte,journal,"00043389, 24714100",0.112,Q3,5,00043389,24714100
26329,21100899308,Dentistry 3000,journal,21678677,0.112,Q4,3,21678677,
26330,21101125526,Docomomo Journal,journal,"27731634, 13803204",0.112,Q4,2,27731634,13803204
26331,21101061446,Drugs and Clinic,journal,16745515,0.112,Q4,3,16745515,
26332,81529,Eighteenth-Century Ireland,journal,07907915,0.112,Q3,9,07907915,
26333,21100916527,Empedocles,journal,"17571960, 17571952",0.112,Q3,3,17571960,17571952
26334,145456,Entomotropica,journal,13175262,0.112,Q4,14,13175262,
26335,21101021441,European Journal of American Studies,journal,19919336,0.112,Q3,4,19919336,
26336,5600153136,European Legacy,journal,"14701316, 10848770",0.112,Q3,10,14701316,10848770
26337,5800170623,Filosofia Unisinos,journal,"15195023, 19848234",0.112,Q3,6,15195023,19848234
26338,5800223782,Forum Italicum,journal,"00145858, 2168989X",0.112,Q3,6,00145858,2168989X
26339,17500154909,Forum Modernes Theater,journal,09305874,0.112,Q3,3,09305874,
26340,21100225849,Geo-Eco-Marina,journal,"12246808, 22482776",0.112,Q4,12,12246808,22482776
26341,21101144402,Geotecnia,journal,"21848394, 03799522",0.112,Q4,3,21848394,03799522
26342,21101158565,Healthcare in Low-Resource Settings,journal,22817824,0.112,Q4,1,22817824,
26343,28991,Hejubian Yu Dengliziti Wuli/Nuclear Fusion and Plasma Physics,journal,02546086,0.112,Q4,9,02546086,
26344,21100932724,Historical Studies in Industrial Relations,journal,"20494459, 13621572",0.112,Q3,3,20494459,13621572
26345,19526,Historisk Tidsskrift,journal,"0018263X, 15042944",0.112,Q4,9,0018263X,15042944
26346,5800159959,Indonesia,journal,00197289,0.112,Q3,15,00197289,
26347,51313,Infektoloski Glasnik,journal,13312820,0.112,Q4,8,13312820,
26348,30051,International Atomic Energy Agency bulletin,trade journal,00206067,0.112,Q4,10,00206067,
26349,21101052735,International Journal of Asia Digital Art and Design,journal,"21897441, 17388074",0.112,Q3,1,21897441,17388074
26350,21100258616,International Journal of Community Diversity,journal,"23272147, 23270004",0.112,Q3,3,23272147,23270004
26351,19700188346,International Journal of Infertility and Fetal Medicine,journal,"22293817, 22293833",0.112,Q4,8,22293817,22293833
26352,21100396656,Iranian Journal of Blood and Cancer,journal,"20084609, 20084595",0.112,Q4,9,20084609,20084595
26353,21101152541,Ius et Veritas,journal,"19952929, 24118834",0.112,Q4,4,19952929,24118834
26354,22976,Journal de Pharmacie Clinique,journal,02911981,0.112,Q4,16,02911981,
26355,21101170313,Journal of Abbasid Studies,journal,"22142363, 22142371",0.112,Q3,2,22142363,22142371
26356,21101043376,Journal of Business Ethics Education,journal,"16495195, 20444559",0.112,Q3,2,16495195,20444559
26357,21101039877,Journal of Caffeine and Adenosine Research,journal,"25733400, 25733397",0.112,Q4,1,25733400,25733397
26358,21100897298,Journal of Jewish Languages,journal,"22134638, 22134387",0.112,Q3,6,22134638,22134387
26359,21100898969,Journal of Language Relationship,journal,"22193820, 22194029",0.112,Q4,5,22193820,22194029
26360,19700183051,Journal of Modern Periodical Studies,journal,"19476574, 21529272",0.112,Q3,6,19476574,21529272
26361,21101102022,Journal of Open Humanities Data,journal,2059481X,0.112,Q4,3,2059481X,
26362,21100788880,Journal of Science and Technology of the Arts,journal,"16469798, 21830088",0.112,Q3,8,16469798,21830088
26363,21100218047,Journal of the North Atlantic,journal,"19351933, 19351984",0.112,Q3,10,19351933,19351984
26364,21100777279,Kant Yearbook,journal,"18684599, 18684602",0.112,Q3,3,18684599,18684602
26365,93217,Korean Journal of Medical History,journal,"1225505X, 20935609",0.112,Q4,9,1225505X,20935609
26366,28900,Latomus,journal,00238856,0.112,Q2,10,00238856,
26367,21101115666,Latvijas Nacionalas Bibliotekas Zinatniskie Raksti,conference and proceedings,"26615134, 16915941",0.112,-,1,26615134,16915941
26368,21101140335,Litteraria Copernicana,journal,"1899315X, 23921617",0.112,Q3,2,1899315X,23921617
26369,21101030404,Lodzkie Studia Etnograficzne,journal,"24505544, 00760382",0.112,Q4,1,24505544,00760382
26370,21100777305,Logos (Russian Federation),journal,"08695377, 24999628",0.112,Q3,6,08695377,24999628
26371,19700180556,Mecosan,journal,"23848804, 11216921",0.112,Q4,4,23848804,11216921
26372,16175,Medicine and Law,journal,07231393,0.112,Q4,22,07231393,
26373,19900193603,Nano Biomedicine,journal,"21854734, 18835198",0.112,Q4,12,21854734,18835198
26374,19700201343,Nephro-Urology Monthly,journal,"22517014, 22517006",0.112,Q4,24,22517014,22517006
26375,16100154795,Neue Zeitschrift fur Systematische Theologie und Religionsphilosophie,journal,"16129520, 00283517",0.112,Q3,9,16129520,00283517
26376,21753,New Scientist,journal,02624079,0.112,Q4,20,02624079,
26377,21101033947,Normas,journal,21747245,0.112,Q4,3,21747245,
26378,21100204108,Nursing Critical Care,journal,1558447X,0.112,Q4,6,1558447X,
26379,5800212772,Palimpsestes,book series,11488158,0.112,Q3,4,11488158,
26380,37052,Papers and Proceedings - Royal Society of Tasmania,journal,00804703,0.112,Q4,13,00804703,
26381,21101097344,Performance Philosophy,journal,20577176,0.112,Q3,3,20577176,
26382,29245,Physics World,trade journal,"20587058, 09538585",0.112,Q4,46,20587058,09538585
26383,21101043320,Poland's Demographic Past,journal,"00797189, 27194345",0.112,Q3,3,00797189,27194345
26384,21101079120,Polish Libraries,journal,"23531835, 23009217",0.112,Q3,1,23531835,23009217
26385,21100829253,Portal,journal,"18479464, 18486681",0.112,Q3,2,18479464,18486681
26386,19500157422,Quaderni Urbinati di Cultura Classica,journal,"17241901, 00334987",0.112,Q2,8,17241901,00334987
26387,96239,Resource: Engineering and Technology for Sustainable World,trade journal,10763333,0.112,Q4,10,10763333,
26388,23495,Revista Cubana de Estomatologia,journal,"00347507, 1561297X",0.112,Q4,9,00347507,1561297X
26389,21101152724,Revista de la Facultad de Derecho y Ciencias Politicas,journal,"01203886, 23900016",0.112,Q4,2,01203886,23900016
26390,28169,Revista de Obstetricia y Ginecologia de Venezuela,journal,00487732,0.112,Q4,9,00487732,
26391,21101021456,Revista de Pensamiento Estrategico y Seguridad CISDE,journal,25298763,0.112,Q3,4,25298763,
26392,21100853515,Revista Romana de Cardiologie,journal,"1220658X, 27346382",0.112,Q4,4,1220658X,27346382
26393,7200153136,Revista Veterinaria,journal,"16696840, 16684834",0.112,Q4,9,16696840,16684834
26394,17700156007,Revue de l'OFCE,journal,"12659576, 17775647",0.112,Q4,17,12659576,17775647
26395,19700175261,Revue de Medecine Legale,journal,"18786537, 18786529",0.112,Q4,7,18786537,18786529
26396,21100199571,Revue des Etudes Armeniennes,journal,"17831741, 00802549",0.112,Q3,4,17831741,00802549
26397,19700166615,Revue du Rhumatisme Monographies,journal,"22120920, 18786227",0.112,Q4,6,22120920,18786227
26398,21101104845,Romanian Journal of Rheumatology,journal,"18430791, 20696086",0.112,Q4,2,18430791,20696086
26399,21101151856,RUDN Journal of Studies in Literature and Journalism,journal,"23129220, 23129247",0.112,Q3,2,23129220,23129247
26400,21100829707,Russkii Zhunal Detskoi Nevrologii,journal,"20738803, 24129178",0.112,Q4,4,20738803,24129178
26401,5800207921,Slavica Slovaca,journal,"00376787, 13362364",0.112,Q3,4,00376787,13362364
26402,16608,Slavonic and East European Review,journal,00376795,0.112,Q3,18,00376795,
26403,21100810656,Studi e Saggi Linguistici,journal,"00856827, 22819142",0.112,Q4,5,00856827,22819142
26404,21101144517,Studia Universitatis Hereditati,journal,23505443,0.112,Q3,1,23505443,
26405,21100827831,Swiss Bulletin for Applied Geology,journal,16641884,0.112,Q4,12,16641884,
26406,19657,Texas Medicine,journal,"19383223, 00404470",0.112,Q4,15,19383223,00404470
26407,21100992338,Turkderm Turkish Archives of Dermatology and Venereology,journal,"27176398, 26515164",0.112,Q4,11,27176398,26515164
26408,19700175095,Turkiye Klinikleri Cardiovascular Sciences,journal,"13067656, 21469032",0.112,Q4,4,13067656,21469032
26409,27928,Utilitas Mathematica,journal,03153681,0.112,Q4,32,03153681,
26410,40487,VDI-Berichte,book series,00835560,0.112,Q4,20,00835560,
26411,91302,Vernacular Architecture,journal,"03055477, 17496292",0.112,Q3,13,03055477,17496292
26412,5800213681,Verslagen en Mededelingen van de Koninklijke Academie voor Nederlandse Taal- en letterkunde,journal,0770786X,0.112,Q3,5,0770786X,
26413,21101152611,Vertimo Studijos,journal,24243590,0.112,Q4,1,24243590,
26414,17795,Vierteljahrshefte fur Zeitgeschichte,journal,"00425702, 21967121",0.112,Q3,16,00425702,21967121
26415,7100153139,Vigiliae Christianae,journal,"00426032, 15700720",0.112,Q3,25,00426032,15700720
26416,21100431882,Visual Journal of Emergency Medicine,journal,24054690,0.112,Q4,5,24054690,
26417,87268,Yorkshire Archaeological Journal,journal,"20450664, 00844276",0.112,Q3,4,20450664,00844276
26418,28942,Zhuzao/Foundry,journal,10014977,0.112,Q4,14,10014977,
26419,23668,Acadiensis,journal,"17127432, 00445851",0.111,Q3,9,17127432,00445851
26420,28295,Acta Antiqua Academiae Scientiarum Hungaricae,journal,"00445975, 15882543",0.111,Q3,7,00445975,15882543
26421,21101039071,Acta Facultatis Philosophicae Universitatis Ostravienis Studia Germanistica,journal,"25710273, 1803408X",0.111,Q3,1,25710273,1803408X
26422,21101072347,Acta Historica Universitatis Klaipedensis,journal,"23516526, 13924095",0.111,Q3,2,23516526,13924095
26423,21100832754,"Acta Universitatis Sapientiae, Philologica",journal,"23918179, 20675151",0.111,Q4,4,23918179,20675151
26424,24253,Actes de la Recherche en Sciences Sociales,journal,03355322,0.111,Q4,22,03355322,
26425,21101064805,Advances in Planetary Science,book series,"25298062, 25298054",0.111,Q4,1,25298062,25298054
26426,4000152134,Advances in Quantum Chemistry,book series,00653276,0.111,Q4,46,00653276,
26427,21100455209,Akkadica,journal,"07797842, 13785087",0.111,Q3,3,07797842,13785087
26428,21100235602,American Catholic Philosophical Quarterly,journal,"21538441, 10513558",0.111,Q3,14,21538441,10513558
26429,21100338503,"Analele Universitatii Ovidius Constanta, Seria Filologie",journal,"27347060, 12241768",0.111,Q4,2,27347060,12241768
26430,17700154902,Anales de Literatura Hispanoamericana,journal,"02104547, 19882351",0.111,Q3,6,02104547,19882351
26431,5800227104,Ancient Society,journal,"00661619, 17831334",0.111,Q3,10,00661619,17831334
26432,21101168054,Anglican-Episcopal Theology and History,book series,24057576,0.111,Q3,1,24057576,
26433,21101125590,Annales de la Faculte de Droit d'Istanbul,journal,"05789745, 26874113",0.111,Q4,1,05789745,26874113
26434,21100265080,Anuario Calderoniano,journal,18888046,0.111,Q3,5,18888046,
26435,19700181408,Architectural Theory Review,journal,"17550475, 13264826",0.111,Q3,15,17550475,13264826
26436,21101090035,Ars Interpretandi,journal,"17228352, 27049019",0.111,Q4,2,17228352,27049019
26437,21101152744,Arte y Sociedad (Aranjuez),journal,21747563,0.111,Q3,1,21747563,
26438,18800156744,Australian Literary Studies,journal,00049697,0.111,Q3,8,00049697,
26439,52916,Avances en Odontoestomatologia,journal,02131285,0.111,Q4,7,02131285,
26440,28155,Bangladesh Medical Research Council Bulletin,journal,03779238,0.111,Q4,22,03779238,
26441,12881,Behavioral and Social Sciences Librarian,journal,"01639269, 15444546",0.111,Q4,18,01639269,15444546
